no,ranking,bookname,authors,publisher,publication_year,isbn13,addition_symbol,vol,class_no,class_nm,loan_count,bookImageURL,bookDtlUrl
20,20,채식주의자:한강 연작소설,한강,창비,2007,9788936433598,03810,,813.6,문학 > 한국문학 > 소설,223,https://bookthumb-phinf.pstatic.net/cover/033/094/03309417.jpg?type=m1&udate=20180609,https://data4library.kr/bookV?seq=2155671
21,21,나는 소망한다 내게 금지된 것을 :양귀자 장편소설 ,지은이: 양귀자,쓰다,2019,9788998441074,03810,,813.62,문학 > 한국문학 > 소설,222,https://image.aladin.co.kr/product/18936/52/cover/8998441071_1.jpg,https://data4library.kr/bookV?seq=5395822
22,22,팩트풀니스 :우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유 ,"지은이: 한스 로슬링,옮긴이: 이창신",김영사,2019,9788934985068,03300,,331.1,"사회과학 > 사회학, 사회문제 > 사회학",217,https://image.aladin.co.kr/product/18456/45/cover/8934985062_1.jpg,https://data4library.kr/bookV?seq=5371595
23,23,12가지 인생의 법칙 :혼돈의 해독제 ,조던 B. 피터슨 지음 ;강주헌 옮김,메이븐,2018,9791196067694,03180,,199.1,"철학 > 윤리학, 도덕철학 > 도덕훈, 교훈",216,https://image.aladin.co.kr/product/17215/26/cover/k442534993_1.jpg,https://data4library.kr/bookV?seq=5230775
24,24,역사의 쓸모 :자유롭고 떳떳한 삶을 위한 22가지 통찰 ,최태성 지음,다산북스,2019,9791130621968,03900,,904,"역사 > 역사 > 강연집, 사평",215,https://image.aladin.co.kr/product/19433/93/cover/k152635416_1.jpg,https://data4library.kr/bookV?seq=5428401
25,25,바깥은 여름 :김애란 소설 ,지은이: 김애란,문학동네,2017,9788954646079,03810,,813.7,문학 > 한국문학 > 소설,212,http://image.aladin.co.kr/product/15533/81/cover/k852533629_1.jpg,https://data4library.kr/bookV?seq=3451595
26,26,돌이킬 수 없는 약속 :야쿠마루 가쿠 장편소설 ,저자: 야쿠마루 가쿠 ;옮긴이: 김성미,Book plaza(북플라자),2017,9788998274795,03830,,833.6,문학 > 일본문학 > 소설,201,http://image.aladin.co.kr/product/10174/56/cover/s572533950_1.jpg,https://data4library.kr/bookV?seq=3411733
27,27,미움받을 용기 :자유롭고 행복한 삶을 위한 아들러의 가르침 ,"기시미 이치로,전경아 옮김",인플루엔셜,2014,9788996991342,13180,,189.2,철학 > 심리학 > 응용심리학 일반,200,https://bookthumb-phinf.pstatic.net/cover/083/399/08339910.jpg?type=m1&udate=20180616,https://data4library.kr/bookV?seq=2396926
28,28,프리즘 :손원평 장편소설 ,지은이: 손원평,은행나무,2020,9791191071030,03810,,813.7,문학 > 한국문학 > 소설,199,https://image.aladin.co.kr/product/25044/86/cover/k782632029_1.jpg,https://data4library.kr/bookV?seq=5747854
29,29,여행의 이유 :김영하 산문 ,지은이: 김영하,문학동네,2019,9788954655972,03810,,816.62,"문학 > 한국문학 > 일기, 서간, 기행",198,https://image.aladin.co.kr/product/18827/60/cover/8954655971_2.jpg,https://data4library.kr/bookV?seq=5390731
30,29,어린이라는 세계 :김소영 에세이 ,지은이: 김소영,사계절(사계절출판사),2020,9791160946918,03810,,818,문학 > 한국문학 > 르포르타주 및 기타,198,https://image.aladin.co.kr/product/25509/75/cover/k132633125_1.jpg,https://data4library.kr/bookV?seq=5795911
31,31,언어의 온도 :말과 글에는 나름의 따뜻함과 차가움이 있다 ,지은이: 이기주,말글터,2016,9791195522125,03810,,818,문학 > 한국문학 > 르포르타주 및 기타,194,http://image.aladin.co.kr/product/14842/6/cover/k742532452_1.jpg,https://data4library.kr/bookV?seq=3278940
32,32,봉제인형 살인사건 :다니엘 콜 장편소설 ,저자: 다니엘 콜 ;옮긴이: 유혜인,Book plaza(북플라자),2017,9788998274931,03840,,843.6,문학 > 영미문학 > 소설,193,https://image.aladin.co.kr/product/11997/87/cover/8998274930_1.jpg,https://data4library.kr/bookV?seq=3649594
33,32,돌이킬 수 있는 =문목하 장편소설 /Eversible ,지은이: 문목하,아작,2018,9791189015381,03810,,813.7,문학 > 한국문학 > 소설,193,https://image.aladin.co.kr/product/17531/63/cover/k062534304_1.jpg,https://data4library.kr/bookV?seq=5253241
34,34,종의 기원 =정유정 장편소설 /The origin of species ,지은이: 정유정,은행나무,2016,9788956609959,03810,,813.7,문학 > 한국문학 > 소설,184,http://image.aladin.co.kr/product/7492/9/cover/8956609950_2.jpg,https://data4library.kr/bookV?seq=3151708
35,34,"칵테일, 러브, 좀비 ",지은이: 조예은,안전가옥,2020,9791190174756,03810,,813.7,문학 > 한국문학 > 소설,184,https://image.aladin.co.kr/product/23736/85/cover/k692639764_1.jpg,https://data4library.kr/bookV?seq=5650149
36,36,미라클모닝 :당신의 하루를 바꾸는 기적 아침 6분이면 충분하다 ,할 엘로드 지음 ;김현수 옮김,한빛비즈,2016,9791157841110,13320,,199.1,"철학 > 윤리학, 도덕철학 > 도덕훈, 교훈",182,http://image.aladin.co.kr/product/7747/73/cover/s552532081_1.jpg,https://data4library.kr/bookV?seq=3120729
37,36,타이탄의 도구들 :1만 시간의 법칙을 깬 거인들의 61가지 전략 ,팀 페리스 지음 ;정지현 옮김,Tornado(토네이도),2017,9791158510619,03190,,325.211,사회과학 > 경제학 > 경영관리,182,http://image.aladin.co.kr/product/10590/57/cover/k162530537_1.jpg,https://data4library.kr/bookV?seq=3423727
38,36,나의 하루는 4시 30분에 시작된다 :하루를 두 배로 사는 단 하나의 습관 ,김유진 지음,Tornado(토네이도),2020,9791158511906,03190,,325.211,사회과학 > 경제학 > 경영관리,182,https://image.aladin.co.kr/product/25306/49/cover/k922633306_1.jpg,https://data4library.kr/bookV?seq=5778871
39,39,죽은 자의 집 청소 ,김완 지음,김영사,2020,9788934992493,03810,,334.904,"사회과학 > 사회학, 사회문제 > 사회문제",181,https://image.aladin.co.kr/product/24131/85/cover/8934992492_1.jpg,https://data4library.kr/bookV?seq=5676032
40,40,"자존감 수업 :하루에 하나, 나를 사랑하게 되는 자존감 회복 훈련 ",윤홍균 지음,심플라이프,2016,9791186757093,03190,,182.1,철학 > 심리학 > 차이심리학,180,http://image.aladin.co.kr/product/8679/31/cover/k372535696_1.jpg,https://data4library.kr/bookV?seq=3320490
41,41,아주 작은 습관의 힘 :최고의 변화는 어떻게 만들어지는가 ,제임스 클리어 지음 ;이한이 옮김,비즈니스북스,2019,9791162540640,03190,,181.845,철학 > 심리학 > 각론,177,https://image.aladin.co.kr/product/18228/51/cover/k832534441_1.jpg,https://data4library.kr/bookV?seq=5368180
42,42,죽고 싶지만 떡볶이는 먹고 싶어 :백세희 에세이 ,지은이: 백세희,흔,2018,9791196394509,03810,,818,문학 > 한국문학 > 르포르타주 및 기타,175,https://image.aladin.co.kr/product/15136/29/cover/k962533360_1.jpg,https://data4library.kr/bookV?seq=3768386
43,43,나는 나로 살기로 했다 :냉담한 현실에서 어른살이를 위한 to do list ,글·그림: 김수현,마음의숲,2016,9791187119845,03810,,818,문학 > 한국문학 > 르포르타주 및 기타,170,http://image.aladin.co.kr/product/16751/86/cover/k642534567_2.jpg,https://data4library.kr/bookV?seq=3395679
44,44,가면산장 살인사건 ,지은이: 히가시노 게이고 ;옮긴이: 김난주,재인,2014,9788990982575,03830,,833.6,문학 > 일본문학 > 소설,168,http://image.aladin.co.kr/product/4745/51/cover/899098257x_2.jpg,https://data4library.kr/bookV?seq=2427470
45,45,기분이 태도가 되지 않게 :기분 따라 행동하다 손해 보는 당신을 위한 심리 수업 ,레몬심리 지음 ;박영란 옮김,웅진씽크빅,2020,9788901243658,03180,,181.71,철학 > 심리학 > 각론,165,https://image.aladin.co.kr/product/24368/89/cover/8901243652_1.jpg,https://data4library.kr/bookV?seq=5698929
46,45,우리가 사랑한 내일들 :유선애 인터뷰집 ,지은이: 유선애,한겨레출판,2021,9791160404531,03810,,818,문학 > 한국문학 > 르포르타주 및 기타,165,https://image.aladin.co.kr/product/26179/16/cover/k952737453_1.jpg,https://data4library.kr/bookV?seq=5852199
47,47,날씨가 좋으면 찾아가겠어요 :이도우 장편소설 ,지은이: 이도우,시공사,2018,9788952791160,04810,,813.7,문학 > 한국문학 > 소설,162,https://image.aladin.co.kr/product/15411/84/cover/8952791169_1.jpg,https://data4library.kr/bookV?seq=3793737
48,47,파과 :구병모 장편소설 ,지은이: 구병모,위즈덤하우스 미디어그룹,2018,9791162203620,03810,,813.7,문학 > 한국문학 > 소설,162,http://image.aladin.co.kr/product/14224/40/cover/k872532537_1.jpg,https://data4library.kr/bookV?seq=3742540
49,49,하버드 상위 1퍼센트의 비밀 :신호를 차단하고 깊이 몰입하라 ,정주영 지음,한경BP,2018,9788947544085,03320,,325.211,사회과학 > 경제학 > 경영관리,161,https://bookthumb-phinf.pstatic.net/cover/140/880/14088087.jpg?type=m1&udate=20181012,https://data4library.kr/bookV?seq=5229065
50,50,해가 지는 곳으로 :최진영 장편소설 ,지은이: 최진영,민음사,2017,9788937473166,04810,,813.7,문학 > 한국문학 > 소설,159,http://image.aladin.co.kr/product/11281/18/cover/893747316x_1.jpg,https://data4library.kr/bookV?seq=3468676
51,51,여름의 빌라 :백수린 소설 ,지은이: 백수린,문학동네,2020,9788954673105,03810,,813.7,문학 > 한국문학 > 소설,157,https://image.aladin.co.kr/product/24489/98/cover/8954673104_1.jpg,https://data4library.kr/bookV?seq=5703910
52,52,비행운 :김애란 소설집 ,지은이: 김애란,문학과지성사,2012,9788932023151,03810,,813.7,문학 > 한국문학 > 소설,156,http://image.aladin.co.kr/product/1801/21/cover/8932023158_1.jpg,https://data4library.kr/bookV?seq=1855307
53,53,이상한 정상가족 :자율적 개인과 열린 공동체를 그리며 ,김희경 지음,동아시아,2017,9788962622096,03330,,332.2,"사회과학 > 사회학, 사회문제 > 사회조직 및 제도",151,https://image.aladin.co.kr/product/12370/76/cover/s462532698_1.jpg,https://data4library.kr/bookV?seq=3663631
54,54,녹나무의 파수꾼 =The camphorwood custodian ,저자: 히가시노 게이고 ;옮긴이: 양윤옥,소미미디어,2020,9791165075064,03830,,833.6,문학 > 일본문학 > 소설,147,https://image.aladin.co.kr/product/23456/86/cover/k362638685_1.jpg,https://data4library.kr/bookV?seq=5609821
55,55,당신이 옳다 :정혜신의 적정심리학 ,지은이: 정혜신,해냄,2018,9788965746669,03180,,189,철학 > 심리학 > 응용심리학 일반,146,http://image.aladin.co.kr/product/16938/73/cover/8965746663_1.jpg,https://data4library.kr/bookV?seq=3917073
56,56,연년세세 :황정은 연작소설 ,지은이: 황정은,창비,2020,9788936434441,03810,,813.7,문학 > 한국문학 > 소설,145,https://image.aladin.co.kr/product/24790/60/cover/8936434446_1.jpg,https://data4library.kr/bookV?seq=5767518
57,57,일인칭 단수 :무라카미 하루키 소설 ,지은이: 무라카미 하루키 ;옮긴이: 홍은주,문학동네,2020,9788954675987,03830,,833.6,문학 > 일본문학 > 소설,144,https://image.aladin.co.kr/product/25638/33/cover/8954675980_2.jpg,https://data4library.kr/bookV?seq=5814186
58,58,어떤 물질의 사랑 :천선란 소설집 ,지은이: 천선란,아작,2020,9791165508340,03810,,813.7,문학 > 한국문학 > 소설,143,https://image.aladin.co.kr/product/24605/89/cover/k532631174_1.jpg,https://data4library.kr/bookV?seq=5708343
59,59,"총, 균, 쇠 :무기, 병균, 금속 은 인류 의 운명 을 어떻게 바꿨는가 ",재레드 다이아몬드 지음 ;김진준 옮김,문학사상,2012,9788970127248,03900,,389,"사회과학 > 풍속, 민속학 > 민족학",142,http://image.aladin.co.kr/product/61/50/cover/8970127240_2.jpg,https://data4library.kr/bookV?seq=954778
60,59,어른의 어휘력 :말에 품격을 더하고 세상을 올바르게 이해하는 힘 ,유선경 지음,앤의서재,2020,9791190710053,03800,,802.5,"문학 > 문학 > 문장작법, 수사학",142,https://image.aladin.co.kr/product/24779/29/cover/k102631725_1.jpg,https://data4library.kr/bookV?seq=5731697
61,61,부지런한 사랑 :이슬아 에세이 ,지은이: 이슬아,문학동네,2020,9788954675352,03810,,818,문학 > 한국문학 > 르포르타주 및 기타,141,https://image.aladin.co.kr/product/25349/60/cover/8954675352_1.jpg,https://data4library.kr/bookV?seq=5779951
62,62,명랑한 은둔자 ,지은이: 캐럴라인 냅 ;옮긴이: 김명남,바다출판사,2020,9791189932671,03840,,844,문학 > 영미문학 > 수필,140,https://image.aladin.co.kr/product/25072/55/cover/k332632851_1.jpg,https://data4library.kr/bookV?seq=5749164
63,63,대도시의 사랑법 :박상영 연작소설 ,지은이: 박상영,창비,2019,9788936437978,03810,,813.7,문학 > 한국문학 > 소설,139,https://image.aladin.co.kr/product/19543/91/cover/8936437976_1.jpg,https://data4library.kr/bookV?seq=5435897
64,64,매우 예민한 사람들을 위한 책 :뇌과학과 정신의학이 들려주는 당신 마음에 대한 이야기 ,전홍진 지음,글항아리,2020,9788967358020,03180,,186.3,철학 > 심리학 > 임상심리학,138,https://image.aladin.co.kr/product/24639/8/cover/8967358024_1.jpg,https://data4library.kr/bookV?seq=5710429
65,103,트렌드 코리아 2021 :팬데믹 위기에 대응하는 전략은 무엇인가? ,"지은이: 김난도,한다혜",미래의창,2020,9788959896837,13320,2021,320.911,사회과학 > 경제학 > 경제학,112,https://image.aladin.co.kr/product/25208/12/cover/8959896837_2.jpg,https://data4library.kr/bookV?seq=5772083
66,65,붕대 감기 :윤이형 소설 ,지은이: 윤이형,작가정신,2020,9791160261561,03810,,813.7,문학 > 한국문학 > 소설,136,https://image.aladin.co.kr/product/22507/15/cover/k402636730_1.jpg,https://data4library.kr/bookV?seq=5574675
67,65,그 환자 ,지은이: 재스퍼 드윗 ;옮긴이: 서은원,해와달 출판그룹,2020,9791196756949,03840,,843.6,문학 > 영미문학 > 소설,136,https://image.aladin.co.kr/product/24817/53/cover/k262631039_1.jpg,https://data4library.kr/bookV?seq=5734791
68,68,더 셜리 클럽 :박서련 장편소설 ,지은이: 박서련,민음사,2020,9788937473296,04810,,813.7,문학 > 한국문학 > 소설,135,https://image.aladin.co.kr/product/24944/10/cover/8937473291_1.jpg,https://data4library.kr/bookV?seq=5744567
69,68,라플라스의 마녀 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2016,9788972757573,03830,,833.6,문학 > 일본문학 > 소설,135,http://image.aladin.co.kr/product/7288/55/cover/8972757578_1.jpg,https://data4library.kr/bookV?seq=3107992
70,70,아가씨와 밤 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 양영란,밝은세상,2018,9788984373617,03860,,863,문학 > 프랑스문학 > 소설,133,https://image.aladin.co.kr/product/17399/39/cover/8984373613_1.jpg,https://data4library.kr/bookV?seq=5242851
71,70,왜 나는 너를 사랑하는가,알랭 드 보통 [지음];정영목 옮김,청미래,2007,9788986836240,03840,,843,문학 > 영미문학 > 소설,133,https://bookthumb-phinf.pstatic.net/cover/030/257/03025716.jpg?type=m1&udate=20180227,https://data4library.kr/bookV?seq=2130072
72,72,방구석 미술관 :가볍고 편하게 시작하는 유쾌한 교양 미술 ,조원재 지음,백도씨,2018,9788968331862,03600,,650.4,"예술 > 회화, 도화 > 회화, 도화",131,https://bookthumb-phinf.pstatic.net/cover/138/339/13833956.jpg?type=m1&udate=20180803,https://data4library.kr/bookV?seq=3858776
73,72,코스모스 :특별판 ,칼 세이건 지음 ;홍승수 옮김,사이언스북스,2006,9788983711892,03400,,443.1,자연과학 > 천문학 > 기술천문학,131,http://image.aladin.co.kr/product/87/9/cover/8983711892_2.jpg,https://data4library.kr/bookV?seq=2083728
74,72,더 해빙 =부와 행운을 끌어당기는 힘 /The having ,"이서윤,홍주연 지음",수오서재,2020,9791190382175,03320,,325.2113,사회과학 > 경제학 > 경영관리,131,https://image.aladin.co.kr/product/23400/44/cover/k022637311_2.jpg,https://data4library.kr/bookV?seq=5607391
75,75,스노볼 드라이브 :조예은 장편소설 ,지은이: 조예은,민음사,2021,9788937473319,04810,,813.7,문학 > 한국문학 > 소설,130,https://bookthumb-phinf.pstatic.net/cover/180/045/18004516.jpg?type=m1&udate=20210218,https://data4library.kr/bookV?seq=5882740
76,75,모순 :양귀자 장편소설 ,지은이: 양귀자,쓰다,2013,9788998441012,03810,,813.62,문학 > 한국문학 > 소설,130,https://bookthumb-phinf.pstatic.net/cover/071/902/07190270.jpg?type=m1&udate=20170801,https://data4library.kr/bookV?seq=1938053
77,75,사이보그가 되다 ,"지은이: 김초엽,김원영",사계절,2021,9791160947045,03300,,331.5412,"사회과학 > 사회학, 사회문제 > 사회학",130,https://image.aladin.co.kr/product/25965/67/cover/k892737124_2.jpg,https://data4library.kr/bookV?seq=5845409
78,78,82년생 김지영 :조남주 장편소설 ,지은이: 조남주,민음사,2016,9788937473135,04810,,813.7,문학 > 한국문학 > 소설,129,https://bookthumb-phinf.pstatic.net/cover/112/111/11211133.jpg?type=m1&udate=20180530,https://data4library.kr/bookV?seq=3369923
79,78,부의 추월차선 :부자들이 말해 주지 않는 진정한 부를 얻는 방법 ,엠제이 드마코 지음 ;신소영 옮김,북새통,2013,9788994702346,13320,,327.04,사회과학 > 경제학 > 금융,129,https://bookthumb-phinf.pstatic.net/cover/072/907/07290748.jpg?type=m1&udate=20130828,https://data4library.kr/bookV?seq=1967528
80,78,우울할 땐 뇌과학 ,앨릭스 코브 지음 ;정지인 옮김,푸른숲,2018,9791156757344,03180,,513.8525,기술과학 > 의학 > 내과학,129,http://image.aladin.co.kr/product/13494/71/cover/k052532504_2.jpg,https://data4library.kr/bookV?seq=3701387
81,78,존리의 부자되기 습관 :대한민국 경제독립 액션 플랜 ,존리 지음,지식노마드,2020,9791187481720,13320,,327.04,사회과학 > 경제학 > 금융,129,https://image.aladin.co.kr/product/22631/95/cover/k772636937_1.jpg,https://data4library.kr/bookV?seq=5577217
82,82,돈의 속성 :최상위 부자가 말하는 돈에 대한 모든 것 ,지은이: 김승호,Snowfox(스노우폭스북스),2020,9791188331796,03320,,327.04,사회과학 > 경제학 > 금융,127,https://image.aladin.co.kr/product/24191/64/cover/k562639753_1.jpg,https://data4library.kr/bookV?seq=5678862
83,83,7년의 밤 :정유정 장편소설 ,지은이: 정유정,은행나무,2011,9788956604992,03810,,813.7,문학 > 한국문학 > 소설,126,http://image.aladin.co.kr/product/14712/55/cover/k202532053_1.jpg,https://data4library.kr/bookV?seq=1153285
84,84,디디의 우산 :황정은 연작소설 ,지은이: 황정은,창비,2019,9788936437541,03810,,813.7,문학 > 한국문학 > 소설,125,https://image.aladin.co.kr/product/17729/72/cover/8936437542_1.jpg,https://data4library.kr/bookV?seq=5345187
85,84,사서함 110호의 우편물 :이도우 장편소설 ,지은이: 이도우,시공사,2016,9788952782076,04810,,813.7,문학 > 한국문학 > 소설,125,http://image.aladin.co.kr/product/7947/69/cover/8952782070_2.jpg,https://data4library.kr/bookV?seq=3129974
86,84,"(간단함, 병맛, 솔직함으로 기업의 흥망성쇠를 좌우하는) 90년생이 온다 ",임홍택 지음,Whale Books(웨일북),2018,9791188248674,03320,,325.3,사회과학 > 경제학 > 경영관리,125,https://image.aladin.co.kr/product/17329/9/cover/k682534399_1.jpg,https://data4library.kr/bookV?seq=5236389
87,87,철학은 어떻게 삶의 무기가 되는가 :불확실한 삶을 돌파하는 50가지 생각 도구 ,야마구치 슈 지음 ;김윤경 옮김,다산북스,2019,9791130620459,03100,,100,철학 > 철학 > 철학,124,https://image.aladin.co.kr/product/17942/89/cover/k862534136_1.jpg,https://data4library.kr/bookV?seq=5357487
88,87,나는 내 파이를 구할 뿐 인류를 구하러 온 게 아니라고 :자기 몫을 되찾고 싶은 여성들을 위한 야망 에세이 ,김진아 지음,바다출판사,2019,9791189932084,03800,,337.2,"사회과학 > 사회학, 사회문제 > 여성문제",124,https://image.aladin.co.kr/product/18813/61/cover/k702635782_1.jpg,https://data4library.kr/bookV?seq=5389436
89,89,아가미 :구병모 장편소설 ,지은이: 구병모,위즈덤하우스,2018,9791162203392,03810,,813.7,문학 > 한국문학 > 소설,123,http://image.aladin.co.kr/product/13925/89/cover/k732532525_1.jpg,https://data4library.kr/bookV?seq=3732414
90,90,살고 싶다는 농담 :허지웅 에세이 ,지은이: 허지웅,웅진씽크빅,2020,9788901244600,03810,,818,문학 > 한국문학 > 르포르타주 및 기타,122,https://image.aladin.co.kr/product/24839/85/cover/8901244608_1.jpg,https://data4library.kr/bookV?seq=5735384
91,90,모래알만 한 진실이라도 :박완서 에세이 ,지은이: 박완서,세계사 컨텐츠 그룹,2020,9788933871553,03810,,814.62,문학 > 한국문학 > 수필,122,https://image.aladin.co.kr/product/25964/44/cover/8933871551_1.jpg,https://data4library.kr/bookV?seq=5845700
92,90,꽃을 보듯 너를 본다 :나태주 인터넷 시집 ,지은이: 나태주,지혜,2015,9791157280292,03810,,811.7,문학 > 한국문학 > 시,122,https://bookthumb-phinf.pstatic.net/cover/092/206/09220655.jpg?type=m1&udate=20180717,https://data4library.kr/bookV?seq=2889104
93,90,미드나잇 선 ,스테프니 메이어 지음 ;심연희 옮김,미래엔,2020,9791164137077,04840,1,843.6,문학 > 영미문학 > 소설,122,https://image.aladin.co.kr/product/25811/0/cover/k852736333_1.jpg,https://data4library.kr/bookV?seq=5828032
94,94,보건교사 안은영 :정세랑 장편소설 ,지은이: 정세랑,민음사,2020,9788937479953,03810,,813.7,문학 > 한국문학 > 소설,120,https://image.aladin.co.kr/product/25128/11/cover/8937479958_1.jpg,https://data4library.kr/bookV?seq=5767524
95,94,오늘은 이만 좀 쉴게요 ,글: 손힘찬 ;그림: 이다영,부크럼,2018,9791162141786,03800,,818,문학 > 한국문학 > 르포르타주 및 기타,120,https://image.aladin.co.kr/product/16316/9/cover/k972533342_1.jpg,https://data4library.kr/bookV?seq=3841754
96,96,1cm 다이빙 ,"지은이: 장태수,조문정",Fika(피카),2020,9791190299060,03810,,818,문학 > 한국문학 > 르포르타주 및 기타,119,https://image.aladin.co.kr/product/22869/54/cover/k012636849_1.jpg,https://data4library.kr/bookV?seq=5588452
97,97,동급생 ,프레드 울만 지음 ;황보석 옮김,열린책들,2017,9788932918143,03840,,843.5,문학 > 영미문학 > 소설,117,http://image.aladin.co.kr/product/10217/55/cover/8932918147_1.jpg,https://data4library.kr/bookV?seq=3412255
98,98,블랙 쇼맨과 이름 없는 마을의 살인 ,지은이: 히가시노 게이고 ;옮긴이: 최고은,RHK(알에이치코리아),2020,9788925591711,03830,,833.6,문학 > 일본문학 > 소설,116,https://image.aladin.co.kr/product/25659/89/cover/8925591715_1.jpg,https://data4library.kr/bookV?seq=5816496
99,99,인간 실격,다자이 오사무 지음;김춘미 옮김,민음사,2004,9788937461033,04830,103,833.6,문학 > 일본문학 > 소설,115,https://bookthumb-phinf.pstatic.net/cover/001/510/00151055.jpg?type=m1&udate=20130129,https://data4library.kr/bookV?seq=2376187
100,100,멋진 신세계 ,올더스 헉슬리 지음 ;안정효 옮김,태일소담,2015,9788973814725,03840,,843.5,문학 > 영미문학 > 소설,114,http://image.aladin.co.kr/product/6083/61/cover/8973814729_1.jpg,https://data4library.kr/bookV?seq=2650492
101,101,(주린이도 술술 읽는) 친절한 주식책 :주식 왕초보가 꼭 알아야 할 기본 ,"최정희,이슬기 지음",원앤원콘텐츠그룹,2020,9791160022988,03320,,327.856,사회과학 > 경제학 > 금융,113,https://image.aladin.co.kr/product/24929/72/cover/k912632497_1.jpg,https://data4library.kr/bookV?seq=5742248
102,101,(비전공자를 위한 이해할 수 있는) IT 지식 ,최원영 지음,T.W.I.G(티더블유아이지),2020,9791196918033,13000,,004,총류 > 총류 > 전산학,113,https://image.aladin.co.kr/product/24606/45/cover/k662631176_1.jpg,https://data4library.kr/bookV?seq=5708360
103,103,아몬드 :손원평 장편소설 ,지은이: 손원평,창비,2017,9788936456788,43810,,813.7,문학 > 한국문학 > 소설,112,http://image.aladin.co.kr/product/10636/66/cover/8936456784_1.jpg,https://data4library.kr/bookV?seq=3428065
104,103,트렌드 코리아 2021 :팬데믹 위기에 대응하는 전략은 무엇인가? ,"지은이: 김난도,한다혜",미래의창,2020,9788959896837,13320,2021,320.911,사회과학 > 경제학 > 경제학,112,https://image.aladin.co.kr/product/25208/12/cover/8959896837_2.jpg,https://data4library.kr/bookV?seq=5772083
105,105,키르케 :매들린 밀러 장편소설 ,지은이: 매들린 밀러 ;옮긴이: 이은선,이봄,2020,9791190582308,03840,,843.6,문학 > 영미문학 > 소설,111,https://image.aladin.co.kr/product/24108/65/cover/k482639535_1.jpg,https://data4library.kr/bookV?seq=5674923
106,106,좋은 사람에게만 좋은 사람이면 돼 ,김재식 지음,위즈덤하우스,2020,9791190908634,03810,,818,문학 > 한국문학 > 르포르타주 및 기타,110,https://image.aladin.co.kr/product/24790/60/cover/k652632615_2.jpg,https://data4library.kr/bookV?seq=5746051
107,106,지쳤거나 좋아하는 게 없거나 ,글배우 지음,강한별,2019,9791196797706,03810,,818,문학 > 한국문학 > 르포르타주 및 기타,110,https://bookthumb-phinf.pstatic.net/cover/154/693/15469316.jpg?type=m1&udate=20190911,https://data4library.kr/bookV?seq=5477570
108,108,최선의 삶 :임솔아 장편소설 ,지은이: 임솔아,문학동네,2015,9788954636858,03810,,813.7,문학 > 한국문학 > 소설,109,http://image.aladin.co.kr/product/6288/46/cover/8954636853_1.jpg,https://data4library.kr/bookV?seq=2626317
109,108,부자 아빠 가난한 아빠 :20주년 특별 기념판 ,지은이: 로버트 기요사키 ;옮긴이: 안진환,민음인,2018,9791158883591,03320,,327.04,사회과학 > 경제학 > 금융,109,http://image.aladin.co.kr/product/13492/56/cover/k162532501_1.jpg,https://data4library.kr/bookV?seq=3701374
110,108,추리소설가의 살인사건 ,저자: 히가시노 게이고 ;옮긴이: 민경욱,소미미디어,2020,9791166111983,03830,,833.6,문학 > 일본문학 > 소설,109,https://image.aladin.co.kr/product/25415/94/cover/k702633114_1.jpg,https://data4library.kr/bookV?seq=5786391
111,111,구의 증명 :최진영 소설 ,지은이: 최진영,은행나무,2015,9788956608556,03810,,813.7,문학 > 한국문학 > 소설,108,http://image.aladin.co.kr/product/5527/50/cover/8956608555_1.jpg,https://data4library.kr/bookV?seq=2619618
112,111,주린이가 가장 알고 싶은 최다질문 top 77 :'염블리' 염승환과 함께라면 주식이 쉽고 재미있다 ,염승환 지음,원앤원콘텐츠그룹,2021,9791160023176,03320,,327.856,사회과학 > 경제학 > 금융,108,https://image.aladin.co.kr/product/26004/14/cover/k682737326_1.jpg,https://data4library.kr/bookV?seq=5847359
113,111,지적 대화를 위한 넓고 얕은 지식 1 - 현실 편 : 역사 / 경제 / 정치 / 사회 / 윤리,채사장 (지은이),웨일북,2020,9791190313186,,1,001.3,"총류 > 총류 > 지식, 학문 일반",108,https://image.aladin.co.kr/product/22872/79/cover/k992636841_2.jpg,https://data4library.kr/bookV?seq=5584764
114,114,살인자의 기억법 :김영하 장편소설 ,지은이: 김영하,문학동네,2013,9788954622035,03810,,813.62,문학 > 한국문학 > 소설,107,https://bookthumb-phinf.pstatic.net/cover/072/622/07262295.jpg?type=m1&udate=20180314,https://data4library.kr/bookV?seq=1962014
115,115,정의란 무엇인가 ,저자: 마이클 샌델 ;역자: 이창신,김영사,2010,9788934939603,03330,,193,"철학 > 윤리학, 도덕철학 > 국가 및 정치윤리",106,http://image.aladin.co.kr/product/709/27/cover/8934939605_3.jpg,https://data4library.kr/bookV?seq=1074370
116,115,(50대 사건으로 보는) 돈의 역사 =The history of money ,홍춘욱 지음,Rok Media(로크미디어),2019,9791135422225,03320,,327.209,사회과학 > 경제학 > 금융,106,https://image.aladin.co.kr/product/18961/78/cover/k502635582_1.jpg,https://data4library.kr/bookV?seq=5398899
